18:51:08 - 来自: main.py:1745 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x0000020CB3E5EF70>'}
18:51:26 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(461, 30, 1121, 82)])
18:51:26 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(513, 30, 1121, 82), (513, 31, 1121, 82), (514, 31, 1121, 82), (513, 32, 1121, 82)]', 'distance': '25'}
18:51:26 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(513, 30, 1121, 82)])
18:51:26 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(562, 30, 1121, 82), (563, 30, 1121, 82), (564, 30, 1121, 82), (562, 31, 1121, 82), (563, 31, 1121, 82), (564, 31, 1121, 82), (562, 32, 1121, 82), (563, 32, 1121, 82), (564, 32, 1121, 82)]', 'distance': '25'}
18:51:26 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(562, 30, 1121, 82)])
18:51:26 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(614, 30, 1121, 82), (613, 31, 1121, 82), (614, 31, 1121, 82), (613, 32, 1121, 82), (614, 32, 1121, 82)]', 'distance': '25'}
18:51:26 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(614, 30, 1121, 82)])
18:51:26 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(664, 28, 1121, 82), (665, 28, 1121, 82), (666, 28, 1121, 82), (765, 28, 1121, 82), (766, 28, 1121, 82), (767, 28, 1121, 82), (663, 29, 1121, 82), (664, 29, 1121, 82), (665, 29, 1121, 82), (666, 29, 1121, 82), (715, 29, 1121, 82), (716, 29, 1121, 82), (764, 29, 1121, 82), (765, 29, 1121, 82), (766, 29, 1121, 82), (767, 29, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (666, 30, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (767, 30, 1121, 82)]', 'distance': '25'}
18:51:26 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(664, 28, 1121, 82), (765, 28, 1121, 82), (715, 29, 1121, 82)])
18:51:26 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 29, 1121, 82), (917, 29, 1121, 82), (918, 29, 1121, 82), (815, 30, 1121, 82), (816, 30, 1121, 82), (866, 30, 1121, 82), (916, 30, 1121, 82), (917, 30, 1121, 82), (918, 30, 1121, 82), (815, 31, 1121, 82), (816, 31, 1121, 82), (865, 31, 1121, 82), (866, 31, 1121, 82), (915, 31, 1121, 82), (916, 31, 1121, 82), (917, 31, 1121, 82), (918, 31, 1121, 82), (815, 32, 1121, 82), (866, 32, 1121, 82), (915, 32, 1121, 82), (916, 32, 1121, 82), (917, 32, 1121, 82)]', 'distance': '25'}
18:51:26 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(916, 29, 1121, 82), (815, 30, 1121, 82), (866, 30, 1121, 82)])
18:51:26 -         来自: main.py:707 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: X2AKKQT987555444
18:51:27 -         来自: main.py:660 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
18:51:27 -         来自: main.py:660 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:27 -         来自: main.py:663 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
18:51:27 -         来自: main.py:663 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:27 -         来自: main.py:666 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
18:51:27 -         来自: main.py:666 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:27 -         来自: main.py:669 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
18:51:27 -         来自: main.py:669 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:27 -         来自: main.py:672 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
18:51:27 -         来自: main.py:672 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:27 -         来自: main.py:675 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
18:51:27 -         来自: main.py:675 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:27 -         来自: main.py:678 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
18:51:27 -         来自: main.py:678 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:27 -         来自: main.py:681 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
18:51:27 -         来自: main.py:681 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:27 -         来自: main.py:684 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
18:51:27 -         来自: main.py:684 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:27 -         来自: main.py:687 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
18:51:27 -         来自: main.py:687 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:27 -         来自: main.py:707 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x0000020CB5845550>'}
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(104, 25, 1121, 82), (103, 26, 1121, 82), (104, 26, 1121, 82), (105, 26, 1121, 82), (155, 26, 1121, 82), (103, 27, 1121, 82), (104, 27, 1121, 82), (105, 27, 1121, 82), (154, 27, 1121, 82), (155, 27, 1121, 82), (103, 28, 1121, 82), (104, 28, 1121, 82), (105, 28, 1121, 82), (155, 28, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(104, 25, 1121, 82), (155, 26, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(107, 27, 1121, 82), (157, 27, 1121, 82), (158, 27, 1121, 82), (106, 28, 1121, 82), (107, 28, 1121, 82), (157, 28, 1121, 82), (158, 28, 1121, 82), (107, 29, 1121, 82), (157, 29, 1121, 82), (158, 29, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(107, 27, 1121, 82), (157, 27, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(209, 31, 1121, 82), (210, 31, 1121, 82), (209, 32, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(209, 31, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(259, 27, 1121, 82), (258, 28, 1121, 82), (259, 28, 1121, 82), (260, 28, 1121, 82), (258, 29, 1121, 82), (259, 29, 1121, 82), (260, 29, 1121, 82), (258, 30, 1121, 82), (259, 30, 1121, 82), (260, 30, 1121, 82), (258, 31, 1121, 82), (259, 31, 1121, 82), (260, 31, 1121, 82), (259, 32, 1121, 82), (260, 32, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(259, 27, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(310, 28, 1121, 82), (361, 28, 1121, 82), (309, 29, 1121, 82), (310, 29, 1121, 82), (311, 29, 1121, 82), (360, 29, 1121, 82), (361, 29, 1121, 82), (309, 30, 1121, 82), (310, 30, 1121, 82), (311, 30, 1121, 82), (360, 30, 1121, 82), (361, 30, 1121, 82), (362, 30, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(310, 28, 1121, 82), (361, 28, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(411, 30, 1121, 82), (410, 31, 1121, 82), (411, 31, 1121, 82), (411, 32, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(411, 30, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(461, 30, 1121, 82), (461, 31, 1121, 82), (461, 32, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(461, 30, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(513, 30, 1121, 82), (513, 31, 1121, 82), (514, 31, 1121, 82), (513, 32, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(513, 30, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(562, 30, 1121, 82), (563, 30, 1121, 82), (564, 30, 1121, 82), (562, 31, 1121, 82), (563, 31, 1121, 82), (564, 31, 1121, 82), (562, 32, 1121, 82), (563, 32, 1121, 82), (564, 32, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(562, 30, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(614, 30, 1121, 82), (613, 31, 1121, 82), (614, 31, 1121, 82), (613, 32, 1121, 82), (614, 32, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(614, 30, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(664, 28, 1121, 82), (665, 28, 1121, 82), (666, 28, 1121, 82), (765, 28, 1121, 82), (766, 28, 1121, 82), (767, 28, 1121, 82), (663, 29, 1121, 82), (664, 29, 1121, 82), (665, 29, 1121, 82), (666, 29, 1121, 82), (715, 29, 1121, 82), (716, 29, 1121, 82), (764, 29, 1121, 82), (765, 29, 1121, 82), (766, 29, 1121, 82), (767, 29, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (666, 30, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (767, 30, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(664, 28, 1121, 82), (765, 28, 1121, 82), (715, 29, 1121, 82)])
18:51:27 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 29, 1121, 82), (917, 29, 1121, 82), (918, 29, 1121, 82), (815, 30, 1121, 82), (816, 30, 1121, 82), (866, 30, 1121, 82), (916, 30, 1121, 82), (917, 30, 1121, 82), (918, 30, 1121, 82), (815, 31, 1121, 82), (816, 31, 1121, 82), (865, 31, 1121, 82), (866, 31, 1121, 82), (915, 31, 1121, 82), (916, 31, 1121, 82), (917, 31, 1121, 82), (918, 31, 1121, 82), (815, 32, 1121, 82), (866, 32, 1121, 82), (915, 32, 1121, 82), (916, 32, 1121, 82), (917, 32, 1121, 82)]', 'distance': '25'}
18:51:27 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(916, 29, 1121, 82), (815, 30, 1121, 82), (866, 30, 1121, 82)])
18:51:27 -         来自: main.py:707 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: X2AKKQT987555444
18:51:28 -         来自: main.py:660 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
18:51:28 -         来自: main.py:660 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:28 -         来自: main.py:663 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
18:51:28 -         来自: main.py:663 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:28 -         来自: main.py:666 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
18:51:28 -         来自: main.py:666 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:28 -         来自: main.py:669 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
18:51:28 -         来自: main.py:669 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:28 -         来自: main.py:672 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
18:51:28 -         来自: main.py:672 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:28 -         来自: main.py:675 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
18:51:28 -         来自: main.py:675 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:28 -         来自: main.py:678 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
18:51:28 -         来自: main.py:678 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:28 -         来自: main.py:681 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
18:51:28 -         来自: main.py:681 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:28 -         来自: main.py:684 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
18:51:28 -         来自: main.py:684 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:28 -         来自: main.py:687 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
18:51:28 -         来自: main.py:687 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:28 -         来自: main.py:707 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x0000020CB5845550>'}
18:51:28 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(104, 25, 1121, 82), (103, 26, 1121, 82), (104, 26, 1121, 82), (105, 26, 1121, 82), (155, 26, 1121, 82), (103, 27, 1121, 82), (104, 27, 1121, 82), (105, 27, 1121, 82), (154, 27, 1121, 82), (155, 27, 1121, 82), (103, 28, 1121, 82), (104, 28, 1121, 82), (105, 28, 1121, 82), (155, 28, 1121, 82)]', 'distance': '25'}
18:51:28 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(104, 25, 1121, 82), (155, 26, 1121, 82)])
18:51:28 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(107, 27, 1121, 82), (157, 27, 1121, 82), (158, 27, 1121, 82), (106, 28, 1121, 82), (107, 28, 1121, 82), (157, 28, 1121, 82), (158, 28, 1121, 82), (107, 29, 1121, 82), (157, 29, 1121, 82), (158, 29, 1121, 82)]', 'distance': '25'}
18:51:28 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(107, 27, 1121, 82), (157, 27, 1121, 82)])
18:51:28 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(209, 31, 1121, 82), (210, 31, 1121, 82), (209, 32, 1121, 82)]', 'distance': '25'}
18:51:28 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(209, 31, 1121, 82)])
18:51:28 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(259, 27, 1121, 82), (258, 28, 1121, 82), (259, 28, 1121, 82), (260, 28, 1121, 82), (258, 29, 1121, 82), (259, 29, 1121, 82), (260, 29, 1121, 82), (258, 30, 1121, 82), (259, 30, 1121, 82), (260, 30, 1121, 82), (258, 31, 1121, 82), (259, 31, 1121, 82), (260, 31, 1121, 82), (259, 32, 1121, 82), (260, 32, 1121, 82)]', 'distance': '25'}
18:51:28 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(259, 27, 1121, 82)])
18:51:28 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(310, 28, 1121, 82), (361, 28, 1121, 82), (309, 29, 1121, 82), (310, 29, 1121, 82), (311, 29, 1121, 82), (360, 29, 1121, 82), (361, 29, 1121, 82), (309, 30, 1121, 82), (310, 30, 1121, 82), (311, 30, 1121, 82), (360, 30, 1121, 82), (361, 30, 1121, 82), (362, 30, 1121, 82)]', 'distance': '25'}
18:51:28 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(310, 28, 1121, 82), (361, 28, 1121, 82)])
18:51:28 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(411, 30, 1121, 82), (410, 31, 1121, 82), (411, 31, 1121, 82), (411, 32, 1121, 82)]', 'distance': '25'}
18:51:28 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(411, 30, 1121, 82)])
18:51:28 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(461, 30, 1121, 82), (461, 31, 1121, 82), (461, 32, 1121, 82)]', 'distance': '25'}
18:51:28 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(461, 30, 1121, 82)])
18:51:28 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(513, 30, 1121, 82), (513, 31, 1121, 82), (514, 31, 1121, 82), (513, 32, 1121, 82)]', 'distance': '25'}
18:51:28 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(513, 30, 1121, 82)])
18:51:29 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(562, 30, 1121, 82), (563, 30, 1121, 82), (564, 30, 1121, 82), (562, 31, 1121, 82), (563, 31, 1121, 82), (564, 31, 1121, 82), (562, 32, 1121, 82), (563, 32, 1121, 82), (564, 32, 1121, 82)]', 'distance': '25'}
18:51:29 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(562, 30, 1121, 82)])
18:51:29 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(614, 30, 1121, 82), (613, 31, 1121, 82), (614, 31, 1121, 82), (613, 32, 1121, 82), (614, 32, 1121, 82)]', 'distance': '25'}
18:51:29 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(614, 30, 1121, 82)])
18:51:29 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(664, 28, 1121, 82), (665, 28, 1121, 82), (666, 28, 1121, 82), (765, 28, 1121, 82), (766, 28, 1121, 82), (767, 28, 1121, 82), (663, 29, 1121, 82), (664, 29, 1121, 82), (665, 29, 1121, 82), (666, 29, 1121, 82), (715, 29, 1121, 82), (716, 29, 1121, 82), (764, 29, 1121, 82), (765, 29, 1121, 82), (766, 29, 1121, 82), (767, 29, 1121, 82), (664, 30, 1121, 82), (665, 30, 1121, 82), (666, 30, 1121, 82), (765, 30, 1121, 82), (766, 30, 1121, 82), (767, 30, 1121, 82)]', 'distance': '25'}
18:51:29 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(664, 28, 1121, 82), (765, 28, 1121, 82), (715, 29, 1121, 82)])
18:51:29 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(916, 29, 1121, 82), (917, 29, 1121, 82), (918, 29, 1121, 82), (815, 30, 1121, 82), (816, 30, 1121, 82), (866, 30, 1121, 82), (916, 30, 1121, 82), (917, 30, 1121, 82), (918, 30, 1121, 82), (815, 31, 1121, 82), (816, 31, 1121, 82), (865, 31, 1121, 82), (866, 31, 1121, 82), (915, 31, 1121, 82), (916, 31, 1121, 82), (917, 31, 1121, 82), (918, 31, 1121, 82), (815, 32, 1121, 82), (866, 32, 1121, 82), (915, 32, 1121, 82), (916, 32, 1121, 82), (917, 32, 1121, 82)]', 'distance': '25'}
18:51:29 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(916, 29, 1121, 82), (815, 30, 1121, 82), (866, 30, 1121, 82)])
18:51:29 -         来自: main.py:707 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: X2AKKQT987555444
18:51:29 -         来自: main.py:660 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
18:51:29 -         来自: main.py:660 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:29 -         来自: main.py:663 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
18:51:29 -         来自: main.py:663 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:29 -         来自: main.py:666 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
18:51:29 -         来自: main.py:666 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:29 -         来自: main.py:669 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
18:51:29 -         来自: main.py:669 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:29 -         来自: main.py:672 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
18:51:29 -         来自: main.py:672 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:29 -         来自: main.py:675 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
18:51:29 -         来自: main.py:675 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:29 -         来自: main.py:678 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
18:51:29 -         来自: main.py:678 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:29 -         来自: main.py:681 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
18:51:29 -         来自: main.py:681 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:29 -         来自: main.py:684 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
18:51:29 -         来自: main.py:684 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:29 -         来自: main.py:687 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
18:51:30 -         来自: main.py:687 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
18:51:30 -         来自: main.py:707 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x0000020CB5845550>'}
18:51:30 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(104, 25, 1121, 82), (103, 26, 1121, 82), (104, 26, 1121, 82), (105, 26, 1121, 82), (155, 26, 1121, 82), (103, 27, 1121, 82), (104, 27, 1121, 82), (105, 27, 1121, 82), (154, 27, 1121, 82), (155, 27, 1121, 82), (103, 28, 1121, 82), (104, 28, 1121, 82), (105, 28, 1121, 82), (155, 28, 1121, 82)]', 'distance': '25'}
18:51:30 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(104, 25, 1121, 82), (155, 26, 1121, 82)])
18:51:30 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(107, 27, 1121, 82), (157, 27, 1121, 82), (158, 27, 1121, 82), (106, 28, 1121, 82), (107, 28, 1121, 82), (157, 28, 1121, 82), (158, 28, 1121, 82), (107, 29, 1121, 82), (157, 29, 1121, 82), (158, 29, 1121, 82)]', 'distance': '25'}
18:51:30 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(107, 27, 1121, 82), (157, 27, 1121, 82)])
18:51:30 -             来自: main.py:333 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(209, 31, 1121, 82), (210, 31, 1121, 82), (209, 32, 1121, 82)]', 'distance': '25'}
18:51:30 -             来自: main.py:333 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(209, 31, 1121, 82)])
